------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v2.5.0 date format M/d/yyyy at 40 Hz  Filter Normal -----------,,
Serial Number: CLE2B20130009,,
Start Time 11:27:00,,
Start Date 6/14/2018,,
Epoch Period (hh:mm:ss) 00:00:00,,
Download Time 15:16:42,,
Download Date 6/14/2018,,
Current Memory Address: 0,,
Current Battery Voltage: 4.21     Mode = 12,,
--------------------------------------------------,,
Accelerometer X,Accelerometer Y,Accelerometer Z
0.331,-0.023,-0.991
0.299,-0.114,-0.968
0.299,-0.141,-0.977
0.261,-0.202,-0.977
0.273,-0.22,-0.994
0.235,-0.276,-1.012
0.167,-0.328,-1.006
0.12,-0.346,-1.006
0.067,-0.358,-1.012
0.009,-0.361,-0.982
-0.056,-0.367,-0.962
-0.073,-0.358,-0.953
-0.15,-0.305,-0.918
-0.17,-0.302,-0.956
-0.217,-0.287,-0.997
-0.249,-0.24,-0.979
-0.273,-0.22,-0.974
-0.29,-0.188,-0.974
-0.326,-0.114,-0.977
-0.314,-0.047,-0.962
-0.317,-0.015,-0.953
-0.32,0.032,-0.991
-0.273,0.085,-1.009
-0.264,0.082,-0.965
-0.29,0.114,-0.982
-0.27,0.158,-0.962
-0.199,0.214,-0.968
-0.097,0.276,-0.979
-0.041,0.282,-0.979
-0.003,0.27,-0.988
0.026,0.27,-0.988
0.038,0.29,-1.006
0.076,0.284,-0.968
0.161,0.252,-0.938
0.217,0.217,-0.977
0.284,0.161,-0.977
0.308,0.091,-0.991
0.331,0.015,-1.009
0.32,-0.012,-1.009
0.317,-0.023,-1.006
0.308,-0.082,-1.003
0.308,-0.123,-1.006
0.273,-0.167,-0.979
0.264,-0.17,-0.953
0.261,-0.199,-0.979
0.258,-0.229,-0.991
0.258,-0.261,-0.979
0.158,-0.352,-0.994
0.047,-0.381,-1.018
0.015,-0.372,-1.021
-0.044,-0.361,-1.023
-0.088,-0.361,-0.994
-0.097,-0.328,-0.941
-0.161,-0.326,-0.965
-0.205,-0.326,-0.991
-0.258,-0.255,-0.988
-0.293,-0.188,-0.991
-0.299,-0.138,-0.979
-0.308,-0.082,-0.968
-0.308,-0.07,-0.977
-0.299,-0.029,-0.982
-0.343,-0.038,-0.991
-0.34,0.067,-0.982
-0.264,0.161,-0.95
-0.217,0.191,-0.962
-0.167,0.238,-0.988
-0.129,0.238,-0.977
-0.085,0.24,-0.988
-0.07,0.261,-0.988
-0.041,0.273,-0.979
0.07,0.261,-0.982
0.1,0.246,-0.956
0.155,0.232,-0.977
0.199,0.226,-1.032
0.211,0.202,-0.994
0.279,0.138,-1.018
0.287,0.07,-0.968
0.305,0.029,-0.977
0.328,-0.029,-1.009
0.317,-0.062,-0.991
0.299,-0.097,-0.991
0.317,-0.132,-1.021
0.299,-0.147,-1.009
0.276,-0.196,-0.982
0.243,-0.243,-0.988
0.191,-0.287,-0.962
0.202,-0.296,-0.977
0.132,-0.343,-1.026
0.073,-0.361,-0.994
0.067,-0.37,-1.041
0.009,-0.384,-1.05
-0.076,-0.372,-1.026
-0.141,-0.317,-0.953
-0.199,-0.29,-0.982
-0.217,-0.27,-0.974
-0.211,-0.243,-0.956
-0.276,-0.205,-0.927
-0.27,-0.173,-0.933
-0.32,-0.067,-0.965
-0.331,0,-0.974
-0.302,0.023,-0.965
-0.287,0.067,-0.968
-0.29,0.088,-0.988
-0.255,0.144,-0.956
-0.229,0.167,-0.977
-0.188,0.232,-0.982
-0.117,0.258,-0.994
-0.056,0.273,-0.997
-0.029,0.258,-0.982
-0.044,0.255,-0.974
0.059,0.255,-0.95
0.106,0.261,-0.988
0.185,0.243,-1.041
0.22,0.199,-1.009
0.24,0.147,-0.953
0.317,0.147,-1.094
0.287,0.056,-1.003
0.284,0.003,-0.977
0.314,-0.044,-1.006
0.326,-0.056,-1.021
0.299,-0.106,-1.009
0.276,-0.17,-0.988
0.273,-0.202,-0.997
0.27,-0.226,-1.012
0.243,-0.258,-1.003
0.196,-0.326,-0.991
0.126,-0.381,-0.977
0.038,-0.387,-0.941
-0.038,-0.372,-0.965
-0.059,-0.355,-0.965
-0.07,-0.346,-0.988
-0.07,-0.352,-0.991
-0.103,-0.302,-0.918
-0.188,-0.29,-0.988
-0.264,-0.267,-1.041
-0.27,-0.238,-1.003
-0.261,-0.214,-0.974
-0.305,-0.202,-0.997
-0.328,-0.147,-0.997
-0.331,-0.07,-0.968
-0.308,0.018,-0.95
-0.299,0.07,-0.977
-0.293,0.114,-0.982
-0.24,0.167,-0.965
-0.214,0.176,-0.977
-0.196,0.211,-0.977
-0.182,0.232,-0.997
-0.126,0.252,-0.982
-0.067,0.261,-0.941
0.015,0.258,-0.979
0.073,0.24,-0.965
0.091,0.258,-1.006
0.126,0.255,-0.997
0.196,0.191,-0.974
0.235,0.141,-0.988
0.326,0.138,-1.088
0.334,0.059,-1.062
0.314,0.015,-0.997
0.326,-0.047,-0.991
0.32,-0.097,-1.003
0.293,-0.144,-0.994
0.255,-0.211,-0.988
0.22,-0.238,-0.974
0.211,-0.267,-0.997
0.185,-0.29,-0.997
0.12,-0.337,-0.991
0.129,-0.328,-0.965
0.114,-0.358,-1.012
0.015,-0.387,-1.012
-0.032,-0.396,-0.941
-0.106,-0.375,-0.979
-0.117,-0.355,-0.938
-0.211,-0.32,-1.006
-0.249,-0.284,-1.026
-0.258,-0.232,-0.994
-0.258,-0.255,-0.997
-0.299,-0.182,-0.997
-0.305,-0.138,-0.988
-0.317,-0.059,-0.982
-0.299,-0.029,-0.982
-0.302,-0.012,-0.997
-0.305,0.012,-0.956
-0.328,0.047,-0.935
-0.308,0.138,-0.974
-0.217,0.22,-0.977
-0.147,0.232,-0.974
-0.126,0.243,-0.974
-0.114,0.246,-0.968
-0.091,0.255,-0.968
-0.041,0.29,-0.991
0.053,0.314,-1.006
0.126,0.282,-0.994
0.17,0.238,-0.933
0.214,0.211,-0.941
0.249,0.123,-0.909
0.29,0.123,-1.018
0.293,0.097,-1.006
0.293,0.029,-0.953
0.302,-0.056,-0.941
0.308,-0.111,-0.979
0.314,-0.138,-1.023
0.27,-0.199,-1.009
0.226,-0.22,-0.956
0.229,-0.252,-0.977
0.214,-0.276,-0.965
0.141,-0.34,-0.977
0.076,-0.352,-0.968
0.032,-0.355,-0.982
-0.003,-0.352,-0.974
-0.009,-0.361,-0.977
-0.097,-0.375,-0.997
-0.167,-0.352,-0.956
-0.217,-0.343,-1.021
-0.217,-0.287,-0.962
-0.255,-0.238,-0.979
-0.314,-0.214,-1.003
-0.299,-0.173,-0.982
-0.317,-0.106,-0.965
-0.334,-0.041,-0.977
-0.314,0.023,-0.979
-0.299,0.038,-0.988
-0.287,0.067,-0.994
-0.264,0.1,-0.968
-0.261,0.123,-0.974
-0.246,0.176,-0.965
-0.211,0.202,-0.956
-0.097,0.267,-0.979
-0.047,0.29,-0.997
0.003,0.282,-0.979
0.053,0.27,-0.997
0.07,0.267,-0.965
0.088,0.273,-0.968
0.161,0.27,-0.982
0.202,0.238,-0.947
0.317,0.161,-1.05
0.302,0.059,-0.953
0.317,0.015,-0.965
0.34,-0.026,-1.009
0.343,-0.041,-1.026
0.305,-0.117,-0.991
0.308,-0.123,-0.991
0.293,-0.17,-1.006
0.258,-0.22,-0.997
0.232,-0.238,-0.982
0.205,-0.273,-0.988
0.202,-0.299,-0.997
0.144,-0.331,-0.977
0.103,-0.361,-1.023
0.018,-0.381,-1.05
-0.059,-0.361,-0.979
-0.103,-0.355,-1.012
-0.161,-0.299,-0.935
-0.185,-0.29,-0.974
-0.202,-0.29,-0.977
-0.24,-0.232,-0.95
-0.27,-0.161,-0.95
-0.29,-0.123,-0.962
-0.305,-0.085,-0.962
-0.29,-0.015,-0.953
-0.287,0.003,-0.965
-0.331,-0.015,-0.994
-0.343,0.047,-1.009
-0.284,0.144,-0.95
-0.199,0.22,-0.974
-0.132,0.261,-0.988
-0.1,0.24,-0.982
-0.088,0.229,-0.977
-0.088,0.246,-0.974
-0.015,0.258,-0.991
0.085,0.252,-0.982
0.114,0.246,-0.997
0.176,0.214,-1.009
0.196,0.191,-0.988
0.202,0.214,-1.003
0.299,0.185,-1.05
0.302,0.076,-0.968
0.34,0.059,-1.018
0.364,-0.015,-1.079
0.346,-0.07,-1.038
0.293,-0.129,-0.968
0.305,-0.144,-0.979
0.308,-0.17,-1.003
0.302,-0.199,-1.018
0.217,-0.284,-1.006
0.155,-0.328,-0.977
0.117,-0.343,-0.965
0.073,-0.361,-1.021
0.062,-0.361,-0.994
0.056,-0.367,-0.994
0.023,-0.375,-0.982
-0.091,-0.37,-1.018
-0.167,-0.305,-0.933
-0.226,-0.302,-0.988
-0.261,-0.287,-0.991
-0.284,-0.226,-0.962
-0.293,-0.161,-0.962
-0.326,-0.126,-0.982
-0.308,-0.067,-0.979
-0.293,-0.018,-0.962
-0.293,0.032,-0.977
-0.29,0.023,-0.977
-0.284,0.082,-0.962
-0.261,0.114,-0.974
-0.229,0.185,-0.974
-0.182,0.246,-0.991
-0.106,0.273,-0.994
-0.07,0.261,-0.977
-0.047,0.261,-0.977
0.038,0.261,-0.988
0.088,0.252,-0.979
0.114,0.243,-1.006
0.176,0.214,-1.026
0.226,0.188,-1.023
0.214,0.123,-0.974
0.302,0.106,-1.053
0.308,0.026,-1.021
0.29,-0.009,-0.982
0.293,-0.032,-0.982
0.32,-0.053,-0.997
0.308,-0.111,-1.023
0.302,-0.132,-0.991
0.243,-0.246,-0.962
0.226,-0.267,-0.991
0.202,-0.267,-0.974
0.235,-0.273,-0.974
0.202,-0.343,-1.023
0.088,-0.39,-1.026
0,-0.39,-0.997
-0.038,-0.381,-0.994
-0.097,-0.367,-1.021
-0.129,-0.343,-0.988
-0.114,-0.29,-0.909
-0.147,-0.328,-0.988
-0.229,-0.299,-1.023
-0.29,-0.229,-0.994
-0.287,-0.173,-0.965
-0.328,-0.132,-0.979
-0.328,-0.07,-0.982
-0.279,-0.032,-0.962
-0.326,0.009,-0.953
-0.293,0.044,-0.956
-0.264,0.123,-0.947
-0.243,0.185,-0.982
-0.188,0.211,-0.982
-0.147,0.214,-0.977
-0.117,0.24,-0.991
-0.117,0.258,-0.997
-0.044,0.261,-0.977
0.059,0.267,-0.979
0.1,0.258,-0.979
0.126,0.246,-1.003
0.167,0.211,-0.988
0.182,0.211,-0.968
0.226,0.155,-0.977
0.32,0.106,-1.053
0.334,0.032,-1.047
0.305,-0.018,-0.988
0.308,-0.023,-0.991
0.305,-0.106,-1.026
0.299,-0.141,-1.018
0.255,-0.191,-0.988
0.211,-0.258,-0.979
0.22,-0.261,-0.994
0.191,-0.299,-0.991
0.185,-0.311,-1.003
0.073,-0.367,-1.018
0.056,-0.361,-0.953
0.032,-0.37,-1.006
0.012,-0.396,-1.021
-0.073,-0.396,-1.009
-0.126,-0.372,-0.988
-0.229,-0.326,-1.026
-0.229,-0.296,-0.997
-0.249,-0.243,-0.982
-0.299,-0.226,-1.006
-0.287,-0.196,-0.991
-0.331,-0.126,-1.009
-0.343,-0.082,-0.997
-0.299,-0.026,-0.977
-0.308,0.009,-0.988
-0.317,0.041,-0.974
-0.29,0.1,-0.95
-0.287,0.155,-0.968
-0.232,0.22,-0.979
-0.167,0.24,-0.968
-0.097,0.261,-0.968
-0.062,0.261,-0.968
-0.029,0.255,-0.982
0.015,0.255,-0.974
0.026,0.284,-1.006
0.07,0.287,-0.947
0.155,0.246,-0.935
0.235,0.191,-0.974
0.27,0.129,-0.994
0.287,0.091,-0.974
0.293,0.041,-0.982
0.293,-0.032,-0.997
0.293,-0.053,-0.977
0.299,-0.103,-0.977
0.299,-0.176,-1.023
0.261,-0.211,-1.018
0.196,-0.258,-0.965
0.217,-0.243,-0.977
0.176,-0.311,-0.977
0.144,-0.328,-0.956
0.018,-0.381,-0.927
-0.015,-0.367,-0.933
-0.047,-0.355,-0.974
-0.082,-0.328,-0.933
-0.053,-0.346,-0.956
-0.144,-0.361,-1.003
-0.217,-0.352,-1.073
-0.261,-0.261,-0.979
-0.255,-0.255,-0.965
-0.308,-0.196,-0.988
-0.293,-0.158,-0.988
-0.317,-0.123,-0.982
-0.361,-0.114,-1.009
-0.346,-0.062,-1.006
-0.346,0,-1.023
-0.308,0.114,-0.982
-0.217,0.176,-0.977
-0.232,0.147,-0.953
-0.246,0.176,-0.977
-0.217,0.199,-0.977
-0.173,0.22,-0.953
-0.117,0.258,-0.947
-0.047,0.296,-0.979
0.076,0.282,-0.991
0.091,0.261,-0.991
0.097,0.258,-0.962
0.158,0.24,-0.965
0.185,0.226,-0.924
0.258,0.199,-0.988
0.279,0.076,-0.918
0.293,0.041,-0.962
0.326,-0.018,-1.009
0.302,-0.082,-1.012
0.264,-0.141,-0.982
0.276,-0.141,-0.991
0.287,-0.176,-1.018
0.261,-0.232,-0.997
0.226,-0.27,-0.988
0.199,-0.314,-0.994
0.17,-0.328,-1.003
0.067,-0.361,-1.006
-0.012,-0.358,-0.935
-0.003,-0.331,-0.938
-0.038,-0.328,-0.953
-0.114,-0.337,-0.947
-0.132,-0.296,-0.889
-0.211,-0.317,-1.009
-0.24,-0.299,-1.012
-0.235,-0.24,-0.965
-0.276,-0.182,-0.956
-0.305,-0.173,-0.968
-0.331,-0.062,-0.977
-0.314,-0.009,-0.962
-0.302,0.009,-0.991
-0.331,-0.003,-1.009
-0.326,0.044,-1.006
-0.284,0.126,-0.965
-0.24,0.182,-0.977
-0.191,0.243,-0.979
-0.12,0.267,-0.982
-0.067,0.252,-0.968
-0.07,0.255,-0.968
-0.056,0.284,-0.979
0.041,0.287,-0.977
0.085,0.282,-0.979
0.185,0.24,-0.991
0.232,0.199,-0.994
0.255,0.141,-0.979
0.317,0.132,-1.088
0.308,0.053,-1.023
0.308,0.038,-0.997
0.331,-0.018,-1.026
0.334,-0.062,-1.012
0.29,-0.111,-0.968
0.276,-0.152,-0.974
0.302,-0.141,-1.009
0.276,-0.196,-1.012
0.276,-0.214,-0.988
0.243,-0.284,-1.018
0.173,-0.34,-1.026
0.088,-0.367,-1.009
0.026,-0.372,-0.997
-0.023,-0.361,-1.012
-0.026,-0.361,-0.994
-0.091,-0.343,-0.95
-0.129,-0.302,-0.906
-0.217,-0.314,-1.018
-0.27,-0.246,-1.012
-0.249,-0.211,-0.974
-0.279,-0.17,-0.965
-0.299,-0.123,-0.965
-0.287,-0.073,-0.941
-0.287,0.003,-0.953
-0.293,0.026,-0.988
-0.314,0.038,-0.979
-0.27,0.114,-1.026
-0.226,0.161,-0.935
-0.229,0.155,-0.962
-0.185,0.22,-0.994
-0.147,0.258,-0.991
-0.047,0.296,-1.003
0.009,0.287,-0.988
0.053,0.267,-0.968
0.085,0.246,-0.965
0.097,0.255,-0.991
0.12,0.258,-0.982
0.199,0.217,-0.968
0.249,0.132,-0.953
0.317,0.141,-1.091
0.328,0.059,-1.05
0.317,-0.015,-1.009
0.317,-0.012,-0.991
0.346,-0.015,-0.994
0.326,-0.07,-0.994
0.314,-0.132,-0.979
0.27,-0.196,-0.962
0.249,-0.243,-0.994
0.22,-0.258,-1.006
0.199,-0.282,-1.006
0.185,-0.311,-0.988
0.117,-0.352,-0.991
0.059,-0.37,-1.05
-0.038,-0.39,-1.035
-0.082,-0.37,-1.032
-0.106,-0.352,-1.003
-0.161,-0.267,-0.909
-0.158,-0.328,-0.991
-0.226,-0.284,-0.968
-0.249,-0.24,-0.956
-0.279,-0.17,-0.947
-0.34,-0.138,-0.982
-0.34,-0.041,-0.979
-0.284,0.029,-0.947
-0.29,0.056,-0.988
-0.299,0.047,-0.991
-0.258,0.1,-0.956
-0.24,0.144,-0.974
-0.155,0.22,-0.977
-0.126,0.217,-0.979
-0.114,0.22,-0.994
-0.15,0.226,-0.979
-0.147,0.252,-0.956
-0.059,0.299,-0.947
0.103,0.276,-0.974
0.167,0.258,-1.012
0.214,0.217,-1.041
0.226,0.173,-1.006
0.235,0.147,-0.994
0.302,0.129,-1.035
0.328,0.088,-1.059
0.328,0.053,-1.05
0.346,-0.003,-1.047
0.349,-0.062,-1.032
0.299,-0.114,-0.982
0.314,-0.088,-0.962
0.328,-0.144,-0.982
0.293,-0.211,-1.003
0.273,-0.243,-1.021
0.176,-0.314,-1.012
0.117,-0.352,-0.991
0.059,-0.367,-1.018
0.047,-0.352,-0.988
0,-0.361,-0.997
-0.023,-0.37,-0.982
-0.082,-0.343,-0.953
-0.161,-0.287,-0.918
-0.202,-0.302,-1.009
-0.258,-0.24,-0.982
-0.264,-0.202,-0.965
-0.279,-0.182,-0.962
-0.305,-0.103,-0.953
-0.276,-0.062,-0.935
-0.302,0,-0.965
-0.314,0.053,-0.974
-0.284,0.047,-0.977
-0.279,0.091,-0.974
-0.264,0.155,-0.977
-0.173,0.229,-0.968
-0.111,0.255,-0.982
-0.073,0.273,-1.006
-0.047,0.258,-0.982
-0.012,0.243,-0.974
0.038,0.246,-0.977
0.085,0.246,-0.994
0.12,0.238,-0.991
0.173,0.214,-1.006
0.22,0.202,-1.035
0.246,0.106,-0.968
0.314,0.1,-1.023
0.32,0.018,-1.023
0.305,0.003,-0.974
0.308,-0.012,-0.988
0.355,-0.015,-1.012
0.326,-0.111,-1.009
0.299,-0.161,-0.968
0.273,-0.211,-0.941
0.261,-0.243,-0.994
0.22,-0.273,-1.003
0.211,-0.299,-0.997
0.196,-0.331,-1.035
0.088,-0.387,-1.067
0.003,-0.399,-1.032
-0.059,-0.381,-1.021
-0.088,-0.37,-1.009
-0.114,-0.352,-0.994
-0.158,-0.305,-0.974
-0.196,-0.284,-0.965
-0.214,-0.29,-1.003
-0.299,-0.199,-1.009
-0.293,-0.147,-0.979
-0.302,-0.114,-0.974
-0.317,-0.044,-0.982
-0.284,-0.044,-0.962
-0.293,0.012,-0.968
-0.326,0.023,-0.974
-0.293,0.106,-0.938
-0.226,0.188,-0.988
-0.176,0.226,-0.977
-0.132,0.226,-0.974
-0.111,0.238,-0.997
-0.088,0.255,-0.982
-0.076,0.276,-0.988
0.067,0.282,-1.006
0.155,0.258,-0.991
0.155,0.226,-0.977
0.17,0.205,-0.994
0.205,0.185,-0.979
0.246,0.176,-0.979
0.293,0.062,-1.006
0.326,0.026,-1.047
0.317,-0.015,-1.023
0.314,-0.053,-1.018
0.326,-0.032,-1.032
0.314,-0.091,-1.009
0.32,-0.111,-0.977
0.305,-0.167,-0.95
0.261,-0.27,-0.979
0.191,-0.317,-0.974
0.129,-0.352,-0.965
0.097,-0.358,-0.994
0.059,-0.361,-0.994
0.053,-0.367,-0.982
0.009,-0.37,-0.994
-0.032,-0.39,-1.032
-0.167,-0.343,-0.991
-0.202,-0.299,-0.982
-0.226,-0.284,-0.997
-0.24,-0.238,-0.968
-0.258,-0.211,-0.953
-0.273,-0.188,-0.962
-0.32,-0.123,-0.988
-0.308,-0.018,-0.968
-0.284,0.023,-0.965
-0.287,0.041,-0.982
-0.276,0.085,-0.956
-0.243,0.123,-0.95
-0.217,0.167,-0.982
-0.188,0.22,-0.988
-0.141,0.258,-0.979
-0.067,0.273,-0.997
-0.044,0.267,-0.997
-0.003,0.261,-0.988
0,0.267,-0.982
0.07,0.258,-0.965
0.15,0.24,-1.003
0.211,0.226,-1.053
0.229,0.202,-1.041
0.27,0.141,-0.997
0.279,0.073,-0.927
0.302,0,-0.968
0.299,-0.038,-0.994
0.293,-0.056,-0.997
0.299,-0.111,-1.006
0.293,-0.161,-1.026
0.258,-0.199,-0.982
0.229,-0.232,-0.965
0.211,-0.261,-0.974
0.243,-0.255,-0.974
0.22,-0.314,-1.012
0.141,-0.37,-1.021
0.029,-0.39,-0.977
-0.023,-0.387,-0.997
-0.067,-0.375,-1.003
-0.07,-0.372,-0.997
-0.1,-0.343,-0.95
-0.15,-0.355,-1.009
-0.24,-0.282,-0.979
-0.284,-0.243,-0.997
-0.314,-0.202,-1.003
-0.305,-0.141,-0.962
-0.308,-0.1,-0.968
-0.334,-0.056,-0.982
-0.299,-0.012,-0.968
-0.308,0.015,-0.968
-0.302,0.097,-0.968
-0.246,0.152,-0.991
-0.226,0.173,-0.941
-0.196,0.199,-0.977
-0.191,0.211,-0.997
-0.12,0.246,-0.988
-0.1,0.258,-0.974
-0.038,0.273,-0.956
0.07,0.255,-0.962
0.097,0.243,-0.974
0.161,0.22,-0.991
0.167,0.211,-0.997
0.211,0.158,-0.962
0.293,0.152,-1.073
0.273,0.056,-0.953
0.284,0.018,-0.941
0.308,-0.032,-0.988
0.308,-0.073,-0.997
0.29,-0.106,-0.991
0.287,-0.17,-1.021
0.226,-0.284,-1.021
0.196,-0.282,-1.003
0.182,-0.287,-0.982
0.147,-0.317,-0.991
0.1,-0.343,-0.991
0.073,-0.34,-0.938
0.059,-0.361,-0.968
0.012,-0.384,-1.018
-0.047,-0.387,-0.965
-0.114,-0.372,-1.006
-0.185,-0.326,-0.968
-0.226,-0.32,-1.05
-0.235,-0.255,-0.991
-0.226,-0.267,-0.979
-0.293,-0.232,-1.021
-0.302,-0.229,-1.012
-0.334,-0.132,-0.997
-0.334,-0.041,-0.979
-0.317,-0.009,-0.991
-0.299,0.056,-0.953
-0.305,0.073,-0.968
-0.279,0.129,-0.927
-0.276,0.167,-0.965
-0.185,0.24,-0.994
-0.129,0.24,-0.974
-0.1,0.252,-0.977
-0.091,0.258,-0.977
-0.041,0.27,-0.979
0.023,0.282,-0.979
0.091,0.282,-0.994
0.147,0.255,-0.979
0.202,0.214,-0.953
0.243,0.167,-0.977
0.314,0.147,-1.067
0.287,0.056,-0.991
0.287,0.012,-0.979
0.305,-0.041,-0.982
0.299,-0.117,-0.991
0.27,-0.17,-0.988
0.264,-0.199,-1.021
0.226,-0.232,-1.006
0.226,-0.229,-0.997
0.202,-0.273,-1.003
0.211,-0.296,-0.979
0.114,-0.367,-0.956
0.044,-0.37,-0.956
-0.029,-0.361,-0.988
-0.032,-0.343,-0.968
-0.053,-0.346,-1.003
-0.111,-0.37,-1.038
-0.15,-0.352,-1.032
-0.243,-0.261,-0.988
-0.235,-0.282,-0.982
-0.279,-0.229,-0.991
-0.261,-0.211,-0.982
-0.284,-0.202,-0.988
-0.34,-0.155,-1.012
-0.349,-0.111,-1.012
-0.328,0.026,-0.974
-0.305,0.067,-0.988
-0.293,0.082,-0.965
-0.258,0.141,-0.982
-0.232,0.167,-0.974
-0.229,0.173,-0.974
-0.229,0.22,-0.962
-0.173,0.24,-0.962
-0.076,0.267,-0.95
-0.015,0.27,-0.956
0.056,0.258,-0.988
0.097,0.255,-0.979
0.126,0.246,-0.982
0.173,0.232,-0.997
0.22,0.158,-0.935
0.299,0.167,-1.047
0.308,0.076,-1.009
0.326,0.026,-1.003
0.32,-0.026,-0.982
0.308,-0.091,-0.977
0.293,-0.138,-0.994
0.258,-0.205,-0.991
0.235,-0.232,-0.988
0.214,-0.261,-1.006
0.17,-0.29,-0.997
0.147,-0.305,-0.997
0.135,-0.32,-0.977
0.082,-0.361,-0.991
0.044,-0.375,-0.953
-0.053,-0.375,-0.924
-0.097,-0.352,-0.938
-0.111,-0.34,-0.933
-0.191,-0.296,-0.933
-0.22,-0.328,-1.047
-0.27,-0.226,-0.988
-0.255,-0.217,-0.968
-0.287,-0.205,-0.982
-0.334,-0.152,-1.003
-0.317,-0.076,-0.988
-0.308,-0.041,-0.979
-0.343,-0.038,-1.009
-0.328,-0.029,-1.006
-0.314,0.067,-0.938
-0.276,0.147,-1.006
-0.235,0.199,-0.953
-0.167,0.226,-0.974
-0.135,0.232,-0.979
-0.12,0.243,-0.974
-0.103,0.273,-0.982
-0.053,0.302,-0.991
0.029,0.314,-0.968
0.126,0.282,-0.977
0.191,0.232,-0.965
0.214,0.202,-0.979
0.24,0.114,-0.974
0.287,0.123,-1.012
0.305,0.091,-1.038
0.305,0.041,-0.991
0.308,-0.012,-0.979
0.302,-0.1,-0.988
0.305,-0.106,-0.997
0.279,-0.167,-0.997
0.258,-0.191,-0.974
0.24,-0.24,-0.977
0.226,-0.273,-0.977
0.182,-0.311,-0.997
0.097,-0.352,-1.021
0.047,-0.346,-0.991
0.015,-0.346,-0.994
-0.012,-0.358,-0.988
-0.082,-0.37,-0.982
-0.114,-0.367,-0.938
-0.205,-0.337,-1.009
-0.211,-0.311,-0.994
-0.264,-0.232,-0.974
-0.293,-0.226,-0.991
-0.29,-0.191,-0.979
-0.331,-0.111,-0.982
-0.32,-0.053,-0.974
-0.317,0.026,-0.968
-0.299,0.044,-0.982
-0.273,0.059,-0.991
-0.243,0.111,-0.974
-0.279,0.091,-0.953
-0.27,0.126,-0.965
-0.211,0.188,-0.965
-0.147,0.229,-0.988
-0.1,0.267,-0.979
-0.062,0.276,-0.979
0.029,0.273,-0.977
0.082,0.27,-0.982
0.053,0.29,-0.982
0.117,0.27,-0.968
0.211,0.232,-0.979
0.243,0.147,-0.894
0.305,0.117,-1.003
0.331,0.067,-1.035
0.314,0.012,-0.982
0.308,-0.041,-0.994
0.32,-0.056,-1.003
0.317,-0.106,-0.997
0.287,-0.167,-0.991
0.249,-0.202,-0.947
0.243,-0.229,-0.965
0.24,-0.255,-0.988
0.188,-0.311,-0.994
0.17,-0.331,-0.965
0.091,-0.372,-0.988
0.015,-0.384,-1.021
-0.044,-0.381,-1.023
-0.091,-0.381,-1.009
-0.141,-0.331,-0.965
-0.196,-0.287,-0.968
-0.22,-0.282,-0.977
-0.24,-0.258,-0.979
-0.284,-0.188,-0.962
-0.287,-0.132,-0.953
-0.299,-0.085,-0.965
-0.305,-0.029,-0.974
-0.302,-0.041,-0.962
-0.331,0,-0.994
-0.328,0.044,-0.991
-0.273,0.144,-0.947
-0.226,0.205,-0.974
-0.15,0.243,-0.991
-0.1,0.258,-0.979
-0.082,0.24,-0.997
-0.073,0.243,-0.968
-0.067,0.252,-0.956
0.056,0.258,-0.997
0.1,0.258,-0.982
0.15,0.22,-0.977
0.191,0.196,-0.977
0.188,0.211,-0.968
0.255,0.173,-1.006
0.299,0.1,-0.974
0.34,0.062,-1.026
0.346,-0.012,-1.035
0.346,-0.056,-1.038
0.305,-0.103,-1.009
0.308,-0.123,-0.994
0.317,-0.132,-0.997
0.302,-0.182,-0.994
0.276,-0.229,-0.991
0.205,-0.299,-0.979
0.158,-0.337,-0.994
0.126,-0.346,-1.012
0.059,-0.372,-1.018
0.015,-0.37,-0.997
0.012,-0.346,-0.95
-0.056,-0.361,-1.003
-0.135,-0.326,-0.927
-0.191,-0.296,-0.968
-0.24,-0.296,-1.012
-0.27,-0.24,-0.982
-0.279,-0.176,-0.965
-0.287,-0.132,-0.962
-0.293,-0.073,-0.956
-0.293,-0.044,-0.962
-0.279,0.038,-0.95
-0.279,0.032,-0.988
-0.305,0.038,-0.991
-0.284,0.114,-0.962
-0.255,0.152,-0.979
-0.173,0.24,-0.977
-0.12,0.284,-0.988
-0.059,0.282,-0.997
-0.029,0.267,-0.982
-0.003,0.27,-0.974
0.067,0.252,-0.977
0.126,0.229,-0.977
0.135,0.226,-0.988
0.191,0.205,-1.035
0.243,0.17,-1.041
0.27,0.132,-1.021
0.264,0.044,-0.924
0.284,0.009,-0.968
0.305,0.012,-1.018
0.326,0.026,-1.023
0.326,-0.059,-0.991
0.305,-0.161,-0.994
0.287,-0.185,-0.991
0.261,-0.22,-0.988
0.243,-0.255,-0.988
0.24,-0.27,-0.988
0.226,-0.317,-0.997
0.117,-0.381,-1.041
0.032,-0.396,-0.994
-0.032,-0.381,-0.991
-0.082,-0.355,-0.968
-0.103,-0.352,-0.982
-0.129,-0.296,-0.918
-0.15,-0.346,-1.006
-0.229,-0.284,-1.009
-0.246,-0.226,-0.95
-0.293,-0.185,-0.968
-0.32,-0.147,-0.988
-0.305,-0.097,-0.968
-0.299,-0.029,-0.956
-0.317,-0.012,-0.956
-0.317,0.029,-0.968
