ACTIVITY,LOCATION,HEADER_TIME_STAMP,X,Y,Z,SR,GRANGE,TYPE,GROUP
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.5,-0.039,0.813,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.332,0.023,0.75,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.406,0.074,0.598,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.426,0.098,0.793,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.543,0.113,0.82,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.633,0.039,0.742,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.551,-0.172,0.805,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.23,-0.012,0.93,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.16,0.063,1.004,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.367,0.316,0.852,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.688,0.066,0.848,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.703,-0.176,0.949,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-1.016,0.066,0.816,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.996,-0.012,0.902,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.926,0.008,1.012,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.637,-0.031,1.25,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.465,0.035,1.281,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.348,-0.215,0.875,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.5,-0.164,0.523,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.477,-0.102,0.473,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.598,-0.012,0.379,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.676,0.016,0.359,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.785,0.23,0.652,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.84,0.316,0.961,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.703,0.27,1.164,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.711,0.328,1.316,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.418,0.094,1.457,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.309,0.031,1.281,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.238,-0.195,1.121,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.129,-0.164,0.953,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,0.008,-0.203,0.945,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.129,-0.223,0.781,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.23,-0.266,0.715,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.203,-0.27,0.863,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.113,-0.152,0.855,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.082,-0.02,0.609,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.527,0.324,0.313,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.98,0.438,0.348,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.887,0.27,0.746,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.609,0.066,1.066,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.547,0.152,0.945,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.297,0.16,1.094,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.281,0.145,1.129,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.371,0.148,1.059,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.535,0.098,1.055,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.621,-0.07,0.945,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.707,-0.074,0.813,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.641,-0.227,0.945,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.617,-0.105,0.906,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.492,-0.008,0.801,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.332,-0.059,0.941,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.211,0.016,0.973,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.355,0.023,0.859,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.488,-0.023,0.68,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.559,-0.008,0.555,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.574,0.016,0.574,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.496,0.023,0.555,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.395,0.09,0.727,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.477,0.277,0.879,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.617,0.227,0.809,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.691,0.094,0.828,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.641,0.02,0.805,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:31,-0.473,0.031,0.926,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.469,-0.031,0.938,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.633,-0.145,0.855,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.469,-0.113,1.082,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.387,-0.246,1.098,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.363,-0.152,1.004,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.383,-0.18,0.891,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.5,-0.137,0.895,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.535,-0.125,0.895,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.617,-0.09,0.91,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.48,-0.063,0.879,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.262,-0.09,0.828,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.137,0.098,0.73,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.035,0.102,0.766,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.152,0.059,0.785,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.328,-0.016,0.758,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.445,-0.043,0.926,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.566,0.031,0.91,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.652,0.016,0.906,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.695,0.016,0.898,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.836,0.012,0.844,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.582,0.059,0.922,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.395,0.039,0.891,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.258,0.148,0.789,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.301,0.066,0.66,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.48,0.023,0.637,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.465,0.078,0.68,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.531,0.02,0.695,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.492,0.066,0.66,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.609,0.086,0.605,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.613,0.098,0.672,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.488,0.156,0.727,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.691,0.246,0.59,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.637,0.125,0.641,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.504,0.078,0.793,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.254,0.094,1.023,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.141,0.254,0.879,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.309,0.195,0.711,80,8,GT9X,Original
Bike -Outdoor,Non-dominant wrist,2015-10-08 14:54:32,-0.617,0.223,0.645,80,8,GT9X,Original
