ACTIVITY,LOCATION,HEADER_TIME_STAMP,X,Y,Z,SR,GRANGE,TYPE,GROUP
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0855911109371554,-0.0906593668389004,-0.0985859512295726,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.119403609718709,-0.086323845345758,-0.104704642682487,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.147710272238606,-0.0835271079238961,-0.107578739594877,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.168468786366177,-0.0833697999468442,-0.106941035586164,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.180442024912278,-0.0861194025943285,-0.102692627015104,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.183329544038301,-0.0910432148149173,-0.0952147134323939,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.177812152110385,-0.0965209676097607,-0.0857089422177552,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.165576504244457,-0.100557669215325,-0.076184612748081,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.14933914133598,-0.101733530840572,-0.0689338416589353,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.132751739107543,-0.100042071467341,-0.0660879106133952,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.119876986300789,-0.0969602612066083,-0.0695293409817221,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.114030896124805,-0.0948828333024569,-0.0804882525660013,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.116324762295513,-0.0963033147162765,-0.0986420407940612,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.124748621032988,-0.102797574195033,-0.121614369307401,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.134579979249297,-0.114167915589859,-0.145502189732154,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.140125638445671,-0.128339876173309,-0.166153938362596,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.136904669873213,-0.142009729996914,-0.180588603393852,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.123195330664491,-0.151629484368904,-0.187905553063013,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.100378958035545,-0.15442169955347,-0.18928563839305,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.072109341816403,-0.14913093203174,-0.187243689685774,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0427917969553472,-0.136283955873917,-0.184533450413369,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0161464403201273,-0.118000368321606,-0.183069856465249,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.00554628482124627,-0.0975078412569668,-0.183310060513592,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.021506765616062,-0.0784552913826203,-0.184378445301714,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0321242986819948,-0.0641722189392315,-0.184607582225957,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0383678105747598,-0.0570652249591742,-0.182116217487715,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0410562245136079,-0.0581288886895241,-0.175512995813772,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0403267816140898,-0.0665274739365929,-0.164496556367951,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0355951137882992,-0.0795342434147603,-0.149918712953179,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0260224530012092,-0.0931414998362212,-0.133406026845842,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0112330376888443,-0.103264081451263,-0.116739955342091,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.00811703220848103,-0.107013034811619,-0.101231180278507,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0301986731971912,-0.103380981444166,-0.0874496144109608,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.052299165592785,-0.0931399525234679,-0.0752720960955617,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.071328948292501,-0.0782574922474084,-0.0640106072022885,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0843476416235893,-0.0611507355764083,-0.052585397792272,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0890457813884751,-0.0440073222084077,-0.039713121224448,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0841254196066751,-0.0283566219572154,-0.0241572884347424,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0694910529627069,-0.0148953615208125,-0.00521249386601079,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0462378191202524,-0.00351840851998176,0.0167839471525224,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,-0.0164920070635827,0.00645012848898564,0.0404112068798439,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0168482131468988,0.0159664066802568,0.0636699887500637,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0504100866681284,0.0260410447090281,0.0846631461043036,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:05,0.0806346156056329,0.037466314974761,0.102079221382513,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.104114811242067,0.0504613210523146,0.115334888074067,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.118072305211845,0.0644881099844629,0.124499367225417,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.120922303143717,0.0784752139448892,0.130138689849164,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.11273435412939,0.0913469135798623,0.133077949689254,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0953808056238103,0.102458302252944,0.134186405105041,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0722356704235121,0.111629155536889,0.134350045595721,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0474412115692315,0.118884886839049,0.134524832648442,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0249439627369046,0.124286419330523,0.135636574700916,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.00759936691993975,0.128010328340385,0.13833951195932,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00336625659989087,0.130409195235771,0.142866318809262,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00838036779816131,0.131831724857793,0.149073079250226,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00906056859164059,0.132389755084839,0.156563859209568,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00745745365666758,0.131943796883231,0.164782094027375,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00537489002718735,0.130343295581451,0.173013624625626,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00410554945491831,0.127742757906358,0.18033534211855,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00453818200931926,0.124752688855091,0.185657255829937,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00726028202053628,0.122317689069722,0.187898995970143,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0124072734055458,0.121422463593475,0.1862067097474,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0193964700833799,0.122799051284812,0.180181134282664,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0268562453678158,0.126716678841203,0.170112466473761,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0329116852819511,0.132843627632312,0.157113683958923,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0357430823590775,0.140209237578011,0.142990284217817,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0341922671150708,0.147332956265936,0.12979883453737,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0281816406555373,0.152508786328486,0.119285835809251,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0187485998181416,0.154203947766444,0.112475993168457,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00763673432128728,0.151502109876152,0.109503207543963,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.00333088849169052,0.144347290398517,0.109662461453277,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.012745686372475,0.133388297774058,0.111652931717035,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0198424419319023,0.119600389807872,0.113913654242566,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0245501019145739,0.104005318235134,0.114915152236915,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0274386410736863,0.0875844266413701,0.113342201616627,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0295974979828841,0.0712934375143901,0.108220347458718,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0324804288879483,0.0560793740361941,0.0990929135079319,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0376782784783071,0.0428618763683518,0.0862184591486844,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0465789257823202,0.032485010346869,0.0705996342707913,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0600070167014144,0.0256215735972515,0.0537872009124234,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0779556943575747,0.0225941463698663,0.0375988976690847,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0994306952563967,0.0231702118229348,0.0237819713846768,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.122436062498342,0.0264744413918161,0.0135681191282946,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.144173071865966,0.0310722982027106,0.00729773038166573,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.161473733571785,0.0351651635874351,0.00438178413617432,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.171373415342214,0.0368613286649214,0.00361413274108871,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.171648986428155,0.0345187892260931,0.0035858033503538,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.161209170070131,0.0271070568677848,0.00294663806937697,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.140297304980354,0.0144643008370016,0.000494761584494232,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.110426233234369,-0.00268375916431459,-0.00472908662154689,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0740245446698133,-0.0229456418372526,-0.0132754524465817,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0339875440436973,-0.0445847654126423,-0.0251632108915779,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.00667387342310021,-0.0658260535917924,-0.0398443000103591,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0451144866924276,-0.0851285283753943,-0.0562301295015982,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0789020695404889,-0.101386640722365,-0.072833439929512,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.106155178640646,-0.113987493457322,-0.0880043325828455,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.125604481469313,-0.122726031562925,-0.100219438374492,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.136709829866235,-0.127634140751911,-0.108582895850998,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.139836147751687,-0.128793922386219,-0.113365943205223,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.136344721046976,-0.126314174726949,-0.115870065995082,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.128506299339516,-0.120603525584997,-0.117570964151409,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.119264411640547,-0.112727894505625,-0.119495521257865,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.111824089199902,-0.10447805333431,-0.122274321991689,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.108980644547417,-0.0980249403723426,-0.126336544976716,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.112312540154269,-0.0953110773698516,-0.131887349083927,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.121587184123877,-0.0974540520890143,-0.138876067054185,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.134652161601257,-0.104422373310722,-0.147095740251079,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.147869343104088,-0.115002921426143,-0.156288778182681,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.156975914592392,-0.126947752170712,-0.16613502908115,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.158124342204046,-0.137372850681898,-0.176124636299676,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.148780460808419,-0.143495804506597,-0.185486373485819,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.12821536394648,-0.143436746181274,-0.193329260976132,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0975389889875617,-0.136676587084664,-0.198828256134315,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.05939804176826,-0.124075443517634,-0.201218795271349,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,-0.0175036179089428,-0.107572080734883,-0.199760709386379,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0238612268023155,-0.0896997478311014,-0.193926427215214,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0603157439324474,-0.0730574253630293,-0.183700950038319,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0879116551883961,-0.0598361301943869,-0.169722710332777,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.103712513085229,-0.0514666949796067,-0.153190231667982,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.106268751973959,-0.0484562268427113,-0.135632305357931,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0958504278082113,-0.0504222435593764,-0.118637365724693,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0743951383094338,-0.0562574600384093,-0.103573145806079,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0451662177814407,-0.0643579710557214,-0.0913408859728477,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:06,0.0121926046862376,-0.0728775676516602,-0.0822733274869745,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0203126668296052,-0.0799693143920148,-0.0761866583092256,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0483914784327911,-0.0840231796941978,-0.0724058090231696,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0686483293125913,-0.0839363214289557,-0.0697055133587164,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0785240546796068,-0.0793181519957662,-0.0664115503710306,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0765828294970038,-0.0704635641323416,-0.0608124353451315,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0627597377144258,-0.0581198155509293,-0.0516481980904327,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0384478064730073,-0.043254182216979,-0.0383584837091963,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.00634749308821744,-0.0269433198937026,-0.0210416520722035,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0298781735524113,-0.0103210926600064,-0.000302006982776586,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.066062779540612,0.00555512398703366,0.0228317459443893,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0980469143950138,0.0199632154861194,0.0468988950424435,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.122149233234667,0.0327054563622556,0.0700773435301748,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.135546193549455,0.0439921406033958,0.0904602224607608,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.136563969086234,0.0540629999711306,0.106473148569089,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.124853646986678,0.0628252618707643,0.117236563278637,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.101418074181598,0.0697652627229379,0.122677518276606,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0685025290985946,0.0741736129119926,0.123408841698546,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0293938668407222,0.0754875613850232,0.120617789145651,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0118455241703138,0.0735335474964683,0.116004055164642,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0507520124200743,0.0686463202911493,0.111478916740954,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0829976126720095,0.0617265011053807,0.108639629980888,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.105048036748644,0.0541879844223151,0.108470268676829,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.114756984211595,0.0477843184176893,0.111414494889197,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.111683548033371,0.0444384504091229,0.117525690728918,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0970275792154253,0.0460587745163663,0.126513195208199,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0731940391044446,0.0541694394712935,0.13776954935274,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0431817671192319,0.0693572229163515,0.150474200699425,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0100935335202602,0.0907968814096392,0.163745330318637,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0231516132852305,0.116200161866226,0.176775855164642,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0540203084372583,0.142373017836705,0.188869794252496,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0805426664349752,0.166202698394634,0.199308079475199,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.101464759159925,0.185564230119638,0.20721999697882,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.116352585996421,0.19965781539399,0.211713505030568,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.125576082109358,0.20872901051145,0.21216019891582,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.130116479194872,0.213526303003745,0.208393129917366,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.131242527910556,0.214806848652847,0.200775706168648,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.130214924407158,0.212997516672589,0.190155390893417,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.128155584962081,0.208101986959993,0.177730658234586,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.12603822066247,0.199898832513753,0.164892225625211,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.124650019268187,0.188289878155812,0.152989729920209,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.124468667133502,0.173576017426527,0.143004424976603,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.125531880659909,0.156493363698762,0.135328278494462,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.127381826091592,0.137975173160059,0.129794577204546,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.129135359208472,0.118840952606817,0.125810714122617,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.129700445660588,0.0997032567539334,0.122411352575328,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.128062990672976,0.0811240588641025,0.118300620048389,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.123530152086609,0.0637746513933892,0.112076410453137,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.115870091680547,0.0483809164282539,0.102605023866463,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.105343668530062,0.0355087704939159,0.0892824118937387,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.092651201207353,0.0254039888871288,0.0720969477168952,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0787999286614524,0.0179167206564897,0.0516586448896441,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0648990906160644,0.0124128869805348,0.0292017727209397,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.05196507388307,0.0077697503667401,0.0063752561873473,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0408266835889323,0.00262653764077562,-0.015113526839879,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0320886776765115,-0.00419187919170555,-0.0337317358279723,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0260701583781794,-0.0133212393496377,-0.0482345821921068,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0227290728511427,-0.0246938847347851,-0.0578263432574146,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0216097829126415,-0.0375581625602473,-0.062322695530559,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0218177373320253,-0.0506751860199544,-0.0622149321070963,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0220369865884873,-0.0626533198737683,-0.0586558291421446,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.020651087575237,-0.0723076925563462,-0.0533134986029804,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.0160264216816142,-0.078965147039187,-0.0480054358976981,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,0.00690632531623603,-0.082667824592825,-0.0442451700167057,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.00724099447874377,-0.0841495423499219,-0.0429792591132676,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0260402800459203,-0.084513188383984,-0.0446237899096641,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0482236694267323,-0.084794864497975,-0.0492272445855021,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0718402163242581,-0.0857048080101813,-0.0565723154268337,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.0946338115979232,-0.0876408042354053,-0.0662235140052766,80,8,GT9X,Filtered
Bike -Erg.,Non-dominant hip,2015-10-08 15:24:07,-0.11452409077277,-0.0908438249945321,-0.0775490568524374,80,8,GT9X,Filtered
