HEADER_TIME_STAMP,RAWX,group
2014-12-17 11:08:20,2.359375,gt
2014-12-17 11:08:20,4.331055,gt
2014-12-17 11:08:20,5.147461,gt
2014-12-17 11:08:20,3.986328,gt
2014-12-17 11:08:20,4.024414,gt
2014-12-17 11:08:20,3.566406,gt
2014-12-17 11:08:20,2.023438,gt
2014-12-17 11:08:20,1.749512,gt
2014-12-17 11:08:20,1.899902,gt
2014-12-17 11:08:20,2.541992,gt
2014-12-17 11:08:20,1.176758,gt
2014-12-17 11:08:20,0.197754,gt
2014-12-17 11:08:20,-0.05957,gt
2014-12-17 11:08:20,-0.669434,gt
2014-12-17 11:08:20,-0.964355,gt
2014-12-17 11:08:20,-1.344238,gt
2014-12-17 11:08:20,-1.604004,gt
2014-12-17 11:08:20,-1.421387,gt
2014-12-17 11:08:20,-1.200684,gt
2014-12-17 11:08:20,-0.879883,gt
2014-12-17 11:08:20,-0.458496,gt
2014-12-17 11:08:20,-0.07959,gt
2014-12-17 11:08:20,0.020996,gt
2014-12-17 11:08:20,-0.112305,gt
2014-12-17 11:08:20,0.301758,gt
2014-12-17 11:08:20,0.115234,gt
2014-12-17 11:08:20,-0.134766,gt
2014-12-17 11:08:20,-0.020508,gt
2014-12-17 11:08:20,1.324219,gt
2014-12-17 11:08:21,1.969727,gt
2014-12-17 11:08:21,2.332031,gt
2014-12-17 11:08:21,5.380371,gt
2014-12-17 11:08:21,4.668945,gt
2014-12-17 11:08:21,3.345215,gt
2014-12-17 11:08:21,1.966797,gt
2014-12-17 11:08:21,1.652832,gt
2014-12-17 11:08:21,1.393555,gt
2014-12-17 11:08:21,0.99707,gt
2014-12-17 11:08:21,1.411133,gt
2014-12-17 11:08:21,3.232422,gt
2014-12-17 11:08:21,3.350098,gt
2014-12-17 11:08:21,2.465332,gt
2014-12-17 11:08:21,1.825195,gt
2014-12-17 11:08:21,1.725586,gt
2014-12-17 11:08:21,1.01123,gt
2014-12-17 11:08:21,0.246094,gt
2014-12-17 11:08:21,-0.554199,gt
2014-12-17 11:08:21,-1.421875,gt
2014-12-17 11:08:21,-1.774414,gt
2014-12-17 11:08:21,-1.589355,gt
2014-12-17 11:08:21,-0.732422,gt
2014-12-17 11:08:21,-0.108398,gt
2014-12-17 11:08:21,-0.090332,gt
2014-12-17 11:08:21,-0.28125,gt
2014-12-17 11:08:21,-0.239258,gt
2014-12-17 11:08:21,-0.09082,gt
2014-12-17 11:08:21,0.022461,gt
2014-12-17 11:08:21,0.148926,gt
2014-12-17 11:08:21,0.280762,gt
2014-12-17 11:08:21,0.348145,gt
2014-12-17 11:08:21,0.259277,gt
2014-12-17 11:08:21,0.201172,gt
2014-12-17 11:08:21,0.890625,gt
2014-12-17 11:08:21,1.052246,gt
2014-12-17 11:08:21,0.970703,gt
2014-12-17 11:08:21,1.494629,gt
2014-12-17 11:08:21,3.181641,gt
2014-12-17 11:08:21,5.243652,gt
2014-12-17 11:08:21,4.944824,gt
2014-12-17 11:08:21,4.427734,gt
2014-12-17 11:08:21,4.086914,gt
2014-12-17 11:08:21,2.669434,gt
2014-12-17 11:08:21,1.994629,gt
2014-12-17 11:08:21,2.000488,gt
2014-12-17 11:08:21,1.816406,gt
2014-12-17 11:08:21,1.202148,gt
2014-12-17 11:08:21,0.192871,gt
2014-12-17 11:08:21,-0.412598,gt
2014-12-17 11:08:21,-0.618652,gt
2014-12-17 11:08:21,-0.884766,gt
2014-12-17 11:08:21,-1.311035,gt
2014-12-17 11:08:21,-1.581543,gt
2014-12-17 11:08:21,-1.441895,gt
2014-12-17 11:08:21,-1.260254,gt
2014-12-17 11:08:21,-1.137695,gt
2014-12-17 11:08:21,-0.627441,gt
2014-12-17 11:08:21,-0.665039,gt
2014-12-17 11:08:21,-0.4375,gt
2014-12-17 11:08:21,0.60791,gt
2014-12-17 11:08:21,0.345215,gt
2014-12-17 11:08:21,-0.03418,gt
2014-12-17 11:08:21,0.12207,gt
2014-12-17 11:08:21,0.971191,gt
2014-12-17 11:08:21,2.376465,gt
2014-12-17 11:08:21,2.524902,gt
2014-12-17 11:08:21,2.759766,gt
2014-12-17 11:08:21,4.612793,gt
2014-12-17 11:08:21,3.09375,gt
2014-12-17 11:08:21,2.001465,gt
2014-12-17 11:08:21,1.816406,gt
2014-12-17 11:08:21,1.86084,gt
2014-12-17 11:08:21,1.707031,gt
2014-12-17 11:08:21,1.433105,gt
2014-12-17 11:08:21,1.580566,gt
2014-12-17 11:08:21,2.452148,gt
2014-12-17 11:08:21,3.133301,gt
2014-12-17 11:08:21,2.538086,gt
2014-12-17 11:08:21,1.912598,gt
2014-12-17 11:08:21,1.425293,gt
2014-12-17 11:08:21,0.969727,gt
2014-12-17 11:08:21,0.633789,gt
2014-12-17 11:08:21,-0.163086,gt
2014-12-17 11:08:21,-0.959961,gt
2014-12-17 11:08:21,-1.53125,gt
2014-12-17 11:08:21,-1.674316,gt
2014-12-17 11:08:21,-1.32666,gt
2014-12-17 11:08:21,-0.617676,gt
2014-12-17 11:08:21,-0.301758,gt
2014-12-17 11:08:21,-0.347168,gt
2014-12-17 11:08:21,-0.229492,gt
2014-12-17 11:08:21,-0.007813,gt
2014-12-17 11:08:21,0.169434,gt
2014-12-17 11:08:21,0.091797,gt
2014-12-17 11:08:21,0.234375,gt
2014-12-17 11:08:21,0.317383,gt
2014-12-17 11:08:21,0.389648,gt
2014-12-17 11:08:21,1.083008,gt
2014-12-17 11:08:21,1.176758,gt
2014-12-17 11:08:21,1.158203,gt
2014-12-17 11:08:22,2.07959,gt
2014-12-17 11:08:22,3.691895,gt
2014-12-17 11:08:22,5.275879,gt
2014-12-17 11:08:22,4.272949,gt
2014-12-17 11:08:22,3.923828,gt
2014-12-17 11:08:22,3.972168,gt
2014-12-17 11:08:22,3.20166,gt
2014-12-17 11:08:22,1.865234,gt
2014-12-17 11:08:22,1.504395,gt
2014-12-17 11:08:22,1.520508,gt
2014-12-17 11:08:22,1.260742,gt
2014-12-17 11:08:22,0.980957,gt
2014-12-17 11:08:22,0.009277,gt
2014-12-17 11:08:22,-0.59082,gt
2014-12-17 11:08:22,-1.073242,gt
2014-12-17 11:08:22,-1.513672,gt
2014-12-17 11:08:22,-1.513672,gt
2014-12-17 11:08:22,-1.12793,gt
2014-12-17 11:08:22,-1.024414,gt
2014-12-17 11:08:22,-1.082031,gt
2014-12-17 11:08:22,-0.733398,gt
2014-12-17 11:08:22,-0.613281,gt
2014-12-17 11:08:22,0.32666,gt
2014-12-17 11:08:22,0.352539,gt
2014-12-17 11:08:22,0.146484,gt
2014-12-17 11:08:22,-0.199219,gt
2014-12-17 11:08:22,-0.103027,gt
2014-12-17 11:08:22,0.714355,gt
2014-12-17 11:08:22,1.857422,gt
2014-12-17 11:08:22,2.60498,gt
2014-12-17 11:08:22,2.204102,gt
2014-12-17 11:08:22,4.141602,gt
2014-12-17 11:08:22,3.517578,gt
2014-12-17 11:08:22,2.563477,gt
2014-12-17 11:08:22,2.40918,gt
2014-12-17 11:08:22,2.223145,gt
2014-12-17 11:08:22,2.100586,gt
2014-12-17 11:08:22,1.424805,gt
2014-12-17 11:08:22,1.458496,gt
2014-12-17 11:08:22,1.745117,gt
2014-12-17 11:08:22,3.40625,gt
2014-12-17 11:08:22,3.209473,gt
2014-12-17 11:08:22,2.301758,gt
2014-12-17 11:08:22,1.72168,gt
2014-12-17 11:08:22,1.126953,gt
2014-12-17 11:08:22,0.556641,gt
2014-12-17 11:08:22,-0.447266,gt
2014-12-17 11:08:22,-1.214355,gt
2014-12-17 11:08:22,-1.788086,gt
2014-12-17 11:08:22,-1.750977,gt
2014-12-17 11:08:22,-1.187012,gt
2014-12-17 11:08:22,-0.555176,gt
2014-12-17 11:08:22,-0.457031,gt
2014-12-17 11:08:22,-0.507813,gt
2014-12-17 11:08:22,-0.231445,gt
2014-12-17 11:08:22,0.086914,gt
2014-12-17 11:08:22,0.272461,gt
2014-12-17 11:08:22,0.289551,gt
2014-12-17 11:08:22,0.342285,gt
2014-12-17 11:08:22,0.286133,gt
2014-12-17 11:08:22,0.240723,gt
2014-12-17 11:08:22,0.373047,gt
2014-12-17 11:08:22,1.074219,gt
2014-12-17 11:08:22,0.879395,gt
2014-12-17 11:08:22,0.79248,gt
2014-12-17 11:08:22,1.780273,gt
2014-12-17 11:08:22,3.743164,gt
2014-12-17 11:08:22,5.316895,gt
2014-12-17 11:08:22,4.509766,gt
2014-12-17 11:08:22,4.347168,gt
2014-12-17 11:08:22,3.977051,gt
2014-12-17 11:08:22,2.699219,gt
2014-12-17 11:08:22,2.417969,gt
2014-12-17 11:08:22,2.431152,gt
2014-12-17 11:08:22,1.57373,gt
2014-12-17 11:08:22,1.275879,gt
2014-12-17 11:08:22,0.557129,gt
2014-12-17 11:08:22,-0.399414,gt
2014-12-17 11:08:22,-0.757324,gt
2014-12-17 11:08:22,-1.069336,gt
2014-12-17 11:08:22,-1.696777,gt
2014-12-17 11:08:22,-1.73584,gt
2014-12-17 11:08:22,-1.430664,gt
2014-12-17 11:08:22,-1.175781,gt
2014-12-17 11:08:22,-1.113281,gt
2014-12-17 11:08:22,-0.669434,gt
2014-12-17 11:08:22,-0.77002,gt
2014-12-17 11:08:22,0.256836,gt
2014-12-17 11:08:22,0.640137,gt
2014-12-17 11:08:22,0.360352,gt
2014-12-17 11:08:22,0.178223,gt
2014-12-17 11:08:22,-0.114258,gt
2014-12-17 11:08:22,0.211914,gt
2014-12-17 11:08:22,1.383789,gt
2014-12-17 11:08:22,2.692383,gt
2014-12-17 11:08:22,2.323242,gt
2014-12-17 11:08:22,2.633301,gt
2014-12-17 11:08:22,4.871094,gt
2014-12-17 11:08:22,3.041504,gt
2014-12-17 11:08:22,2.110352,gt
2014-12-17 11:08:23,1.970703,gt
2014-12-17 11:08:23,1.80127,gt
2014-12-17 11:08:23,1.428223,gt
2014-12-17 11:08:23,1.582031,gt
2014-12-17 11:08:23,2.297363,gt
2014-12-17 11:08:23,3.790527,gt
2014-12-17 11:08:23,3.071777,gt
2014-12-17 11:08:23,1.964844,gt
2014-12-17 11:08:23,1.535645,gt
2014-12-17 11:08:23,1.237305,gt
2014-12-17 11:08:23,0.719727,gt
2014-12-17 11:08:23,-0.18457,gt
2014-12-17 11:08:23,-1.04248,gt
2014-12-17 11:08:23,-1.43457,gt
2014-12-17 11:08:23,-1.760742,gt
2014-12-17 11:08:23,-1.32666,gt
2014-12-17 11:08:23,-0.683594,gt
2014-12-17 11:08:23,-0.470703,gt
2014-12-17 11:08:23,-0.534668,gt
2014-12-17 11:08:23,-0.399414,gt
2014-12-17 11:08:23,-0.062988,gt
2014-12-17 11:08:23,0.131836,gt
2014-12-17 11:08:23,0.081055,gt
2014-12-17 11:08:23,0.069336,gt
2014-12-17 11:08:23,0.246094,gt
2014-12-17 11:08:23,0.227539,gt
2014-12-17 11:08:23,0.481445,gt
2014-12-17 11:08:23,1.29834,gt
2014-12-17 11:08:23,1.276367,gt
2014-12-17 11:08:23,1.589355,gt
2014-12-17 11:08:23,3.131348,gt
2014-12-17 11:08:23,5.122559,gt
2014-12-17 11:08:23,5.688477,gt
2014-12-17 11:08:23,4.734863,gt
2014-12-17 11:08:23,4.344727,gt
2014-12-17 11:08:23,3.023926,gt
2014-12-17 11:08:23,2.03418,gt
2014-12-17 11:08:23,1.988281,gt
2014-12-17 11:08:23,1.905762,gt
2014-12-17 11:08:23,1.542969,gt
2014-12-17 11:08:23,0.90625,gt
2014-12-17 11:08:23,-0.109863,gt
2014-12-17 11:08:23,-0.515625,gt
2014-12-17 11:08:23,-0.930664,gt
2014-12-17 11:08:23,-1.540039,gt
2014-12-17 11:08:23,-1.720703,gt
2014-12-17 11:08:23,-1.405762,gt
2014-12-17 11:08:23,-1.057617,gt
2014-12-17 11:08:23,-0.95752,gt
2014-12-17 11:08:23,-0.95166,gt
2014-12-17 11:08:23,-0.55127,gt
2014-12-17 11:08:23,-0.152344,gt
2014-12-17 11:08:23,-0.283691,gt
2014-12-17 11:08:23,0.500488,gt
2014-12-17 11:08:23,0.731445,gt
2014-12-17 11:08:23,0.336914,gt
2014-12-17 11:08:23,-0.039551,gt
2014-12-17 11:08:23,0.220703,gt
2014-12-17 11:08:23,1.233398,gt
2014-12-17 11:08:23,2.39502,gt
2014-12-17 11:08:23,2.327148,gt
2014-12-17 11:08:23,2.195801,gt
2014-12-17 11:08:23,2.979004,gt
2014-12-17 11:08:23,4.125,gt
2014-12-17 11:08:23,2.475098,gt
2014-12-17 11:08:23,2.055176,gt
2014-12-17 11:08:23,1.791992,gt
2014-12-17 11:08:23,1.544922,gt
2014-12-17 11:08:23,1.51123,gt
2014-12-17 11:08:23,2.036133,gt
2014-12-17 11:08:23,3.837891,gt
2014-12-17 11:08:23,2.824707,gt
2014-12-17 11:08:23,1.914063,gt
2014-12-17 11:08:23,1.468262,gt
2014-12-17 11:08:23,0.929199,gt
2014-12-17 11:08:23,0.259766,gt
2014-12-17 11:08:23,-0.570313,gt
2014-12-17 11:08:23,-1.186523,gt
2014-12-17 11:08:23,-1.612793,gt
2014-12-17 11:08:23,-1.475098,gt
2014-12-17 11:08:23,-1.048828,gt
2014-12-17 11:08:23,-0.677734,gt
2014-12-17 11:08:23,-0.663086,gt
2014-12-17 11:08:23,-0.649902,gt
2014-12-17 11:08:23,-0.400391,gt
2014-12-17 11:08:23,-0.173828,gt
2014-12-17 11:08:23,-0.036621,gt
2014-12-17 11:08:23,0.103027,gt
2014-12-17 11:08:23,0.307617,gt
2014-12-17 11:08:23,0.368164,gt
2014-12-17 11:08:23,0.844727,gt
2014-12-17 11:08:23,1.550781,gt
2014-12-17 11:08:23,1.128418,gt
2014-12-17 11:08:23,1.923828,gt
2014-12-17 11:08:23,3.637695,gt
2014-12-17 11:08:23,6.053711,gt
2014-12-17 11:08:23,6.135254,gt
2014-12-17 11:08:23,5.766113,gt
2014-12-17 11:08:23,3.459961,gt
2014-12-17 11:08:23,1.62793,gt
2014-12-17 11:08:24,1.466309,gt
2014-12-17 11:08:24,1.38623,gt
2014-12-17 11:08:24,1.477051,gt
2014-12-17 11:08:24,1.032227,gt
2014-12-17 11:08:24,-0.032227,gt
2014-12-17 11:08:24,-0.537109,gt
2014-12-17 11:08:24,-0.69043,gt
2014-12-17 11:08:24,-0.898926,gt
2014-12-17 11:08:24,-1.088379,gt
2014-12-17 11:08:24,-1.120117,gt
2014-12-17 11:08:24,-1.190918,gt
2014-12-17 11:08:24,-1.246094,gt
2014-12-17 11:08:24,-1.190918,gt
2014-12-17 11:08:24,-0.721191,gt
2014-12-17 11:08:24,-0.29541,gt
2014-12-17 11:08:24,-0.383789,gt
2014-12-17 11:08:24,0.102051,gt
2014-12-17 11:08:24,0.119629,gt
2014-12-17 11:08:24,0.072266,gt
2014-12-17 11:08:24,0.679199,gt
2014-12-17 11:08:24,1.957031,gt
2014-12-17 11:08:24,2.63623,gt
2014-12-17 11:08:24,2.052246,gt
2014-12-17 11:08:24,2.732422,gt
2014-12-17 11:08:24,3.564941,gt
2014-12-17 11:08:24,2.274902,gt
2014-12-17 11:08:24,1.973633,gt
2014-12-17 11:08:24,2.128418,gt
2014-12-17 11:08:24,2.151855,gt
2014-12-17 11:08:24,1.636719,gt
2014-12-17 11:08:24,1.821777,gt
2014-12-17 11:08:24,2.599121,gt
2014-12-17 11:08:24,3.831543,gt
2014-12-17 11:08:24,3.291992,gt
2014-12-17 11:08:24,2.302734,gt
2014-12-17 11:08:24,1.566406,gt
2014-12-17 11:08:24,1.080078,gt
2014-12-17 11:08:24,0.502441,gt
2014-12-17 11:08:24,-0.173828,gt
2014-12-17 11:08:24,-0.800781,gt
2014-12-17 11:08:24,-1.443848,gt
2014-12-17 11:08:24,-1.650391,gt
2014-12-17 11:08:24,-1.420898,gt
2014-12-17 11:08:24,-0.66748,gt
2014-12-17 11:08:24,-0.222168,gt
2014-12-17 11:08:24,-0.256348,gt
2014-12-17 11:08:24,-0.223145,gt
2014-12-17 11:08:24,-0.080566,gt
2014-12-17 11:08:24,0.034668,gt
2014-12-17 11:08:24,0.032227,gt
2014-12-17 11:08:24,0.04834,gt
2014-12-17 11:08:24,0.193848,gt
2014-12-17 11:08:24,0.214844,gt
2014-12-17 11:08:24,0.168457,gt
2014-12-17 11:08:24,0.913574,gt
2014-12-17 11:08:24,0.946289,gt
2014-12-17 11:08:24,0.723633,gt
2014-12-17 11:08:24,1.797852,gt
2014-12-17 11:08:24,3.180664,gt
2014-12-17 11:08:24,5.392578,gt
2014-12-17 11:08:24,5.256348,gt
2014-12-17 11:08:24,3.935547,gt
2014-12-17 11:08:24,4.087402,gt
2014-12-17 11:08:24,3.207031,gt
2014-12-17 11:08:24,2.210938,gt
2014-12-17 11:08:24,2.02832,gt
2014-12-17 11:08:24,1.728027,gt
2014-12-17 11:08:24,1.583008,gt
2014-12-17 11:08:24,1.108398,gt
2014-12-17 11:08:24,-0.085938,gt
2014-12-17 11:08:24,-0.732422,gt
2014-12-17 11:08:24,-1.182129,gt
2014-12-17 11:08:24,-1.703613,gt
2014-12-17 11:08:24,-1.700684,gt
2014-12-17 11:08:24,-1.202148,gt
2014-12-17 11:08:24,-0.996582,gt
2014-12-17 11:08:24,-0.984375,gt
2014-12-17 11:08:24,-0.82666,gt
2014-12-17 11:08:24,-0.363281,gt
2014-12-17 11:08:24,-0.018066,gt
2014-12-17 11:08:24,0.041992,gt
2014-12-17 11:08:24,0.283691,gt
2014-12-17 11:08:24,0.415527,gt
2014-12-17 11:08:24,0.054199,gt
2014-12-17 11:08:24,-0.021484,gt
2014-12-17 11:08:24,0.57666,gt
2014-12-17 11:08:24,1.444336,gt
2014-12-17 11:08:24,2.495117,gt
2014-12-17 11:08:24,2.001465,gt
2014-12-17 11:08:24,1.983398,gt
2014-12-17 11:08:24,3.025391,gt
2014-12-17 11:08:24,4.349609,gt
2014-12-17 11:08:24,3.033203,gt
2014-12-17 11:08:24,2.374512,gt
2014-12-17 11:08:24,1.869629,gt
2014-12-17 11:08:24,1.849609,gt
2014-12-17 11:08:24,2.22168,gt
2014-12-17 11:08:24,2.604004,gt
2014-12-17 11:08:24,3.571777,gt
2014-12-17 11:08:24,2.49707,gt
2014-12-17 11:08:25,1.72168,gt
2014-12-17 11:08:25,1.496094,gt
2014-12-17 11:08:25,0.952637,gt
2014-12-17 11:08:25,0.092285,gt
2014-12-17 11:08:25,-0.879395,gt
2014-12-17 11:08:25,-1.480469,gt
2014-12-17 11:08:25,-1.779785,gt
2014-12-17 11:08:25,-1.549316,gt
2014-12-17 11:08:25,-0.996582,gt
2014-12-17 11:08:25,-0.538574,gt
2014-12-17 11:08:25,-0.520508,gt
2014-12-17 11:08:25,-0.430176,gt
2014-12-17 11:08:25,-0.151367,gt
2014-12-17 11:08:25,0.115723,gt
2014-12-17 11:08:25,0.202637,gt
2014-12-17 11:08:25,0.209473,gt
2014-12-17 11:08:25,0.264648,gt
2014-12-17 11:08:25,0.286133,gt
2014-12-17 11:08:25,0.289551,gt
2014-12-17 11:08:25,0.735352,gt
2014-12-17 11:08:25,1.311523,gt
2014-12-17 11:08:25,1.077148,gt
2014-12-17 11:08:25,1.240723,gt
2014-12-17 11:08:25,2.459961,gt
2014-12-17 11:08:25,4.918457,gt
2014-12-17 11:08:25,5.594238,gt
2014-12-17 11:08:25,5.095215,gt
2014-12-17 11:08:25,4.791992,gt
2014-12-17 11:08:25,2.646973,gt
2014-12-17 11:08:25,1.47168,gt
2014-12-17 11:08:25,1.32959,gt
2014-12-17 11:08:25,1.224121,gt
2014-12-17 11:08:25,1.489746,gt
2014-12-17 11:08:25,0.652344,gt
2014-12-17 11:08:25,-0.179688,gt
2014-12-17 11:08:25,-0.70459,gt
2014-12-17 11:08:25,-1.068848,gt
2014-12-17 11:08:25,-1.32373,gt
2014-12-17 11:08:25,-1.150879,gt
2014-12-17 11:08:25,-1.181641,gt
2014-12-17 11:08:25,-1.055664,gt
2014-12-17 11:08:25,-1.082031,gt
2014-12-17 11:08:25,-0.797852,gt
2014-12-17 11:08:25,-0.273926,gt
2014-12-17 11:08:25,0.133301,gt
2014-12-17 11:08:25,-0.285645,gt
2014-12-17 11:08:25,0.005859,gt
2014-12-17 11:08:25,0.09668,gt
2014-12-17 11:08:25,0.146484,gt
2014-12-17 11:08:25,0.947266,gt
2014-12-17 11:08:25,2.380371,gt
2014-12-17 11:08:25,2.268066,gt
2014-12-17 11:08:25,2.842285,gt
2014-12-17 11:08:25,3.943848,gt
2014-12-17 11:08:25,2.76416,gt
2014-12-17 11:08:25,2.258301,gt
2014-12-17 11:08:25,2.261719,gt
2014-12-17 11:08:25,2.243652,gt
2014-12-17 11:08:25,1.88916,gt
2014-12-17 11:08:25,1.82666,gt
2014-12-17 11:08:25,2.573242,gt
2014-12-17 11:08:25,3.583984,gt
2014-12-17 11:08:25,3.099609,gt
2014-12-17 11:08:25,2.108887,gt
2014-12-17 11:08:25,1.43457,gt
2014-12-17 11:08:25,1.473633,gt
2014-12-17 11:08:25,0.893066,gt
2014-12-17 11:08:25,0.059082,gt
2014-12-17 11:08:25,-0.816895,gt
2014-12-17 11:08:25,-1.43457,gt
2014-12-17 11:08:25,-1.820801,gt
2014-12-17 11:08:25,-1.687012,gt
2014-12-17 11:08:25,-0.866211,gt
2014-12-17 11:08:25,-0.319336,gt
2014-12-17 11:08:25,-0.250977,gt
2014-12-17 11:08:25,-0.222656,gt
2014-12-17 11:08:25,-0.053711,gt
2014-12-17 11:08:25,0.025879,gt
2014-12-17 11:08:25,-0.012207,gt
2014-12-17 11:08:25,0.028809,gt
2014-12-17 11:08:25,0.179199,gt
2014-12-17 11:08:25,0.260254,gt
2014-12-17 11:08:25,0.263184,gt
2014-12-17 11:08:25,0.913574,gt
2014-12-17 11:08:25,1.159668,gt
2014-12-17 11:08:25,0.895508,gt
2014-12-17 11:08:25,1.786133,gt
2014-12-17 11:08:25,3.273438,gt
2014-12-17 11:08:25,5.386719,gt
2014-12-17 11:08:25,4.866211,gt
2014-12-17 11:08:25,4.177246,gt
2014-12-17 11:08:25,4.249023,gt
2014-12-17 11:08:25,2.596191,gt
2014-12-17 11:08:25,1.897461,gt
2014-12-17 11:08:25,1.820313,gt
2014-12-17 11:08:25,1.457031,gt
2014-12-17 11:08:25,1.480469,gt
2014-12-17 11:08:25,0.407227,gt
2014-12-17 11:08:25,-0.230957,gt
2014-12-17 11:08:25,-0.658691,gt
2014-12-17 11:08:26,-1.105957,gt
2014-12-17 11:08:26,-1.476074,gt
2014-12-17 11:08:26,-1.358887,gt
2014-12-17 11:08:26,-1.033691,gt
2014-12-17 11:08:26,-0.887695,gt
2014-12-17 11:08:26,-0.970215,gt
2014-12-17 11:08:26,-0.842773,gt
2014-12-17 11:08:26,-0.333496,gt
2014-12-17 11:08:26,0.04248,gt
2014-12-17 11:08:26,-0.181152,gt
2014-12-17 11:08:26,0.195313,gt
2014-12-17 11:08:26,0.128906,gt
2014-12-17 11:08:26,0.208008,gt
2014-12-17 11:08:26,0.303711,gt
2014-12-17 11:08:26,1.038574,gt
2014-12-17 11:08:26,2.583496,gt
2014-12-17 11:08:26,2.259766,gt
2014-12-17 11:08:26,2.534668,gt
2014-12-17 11:08:26,5.242676,gt
2014-12-17 11:08:26,3.477539,gt
2014-12-17 11:08:26,2.388672,gt
2014-12-17 11:08:26,1.945801,gt
2014-12-17 11:08:26,1.588379,gt
2014-12-17 11:08:26,1.276367,gt
2014-12-17 11:08:26,1.731445,gt
2014-12-17 11:08:26,2.900879,gt
2014-12-17 11:08:26,3.800293,gt
2014-12-17 11:08:26,2.592773,gt
2014-12-17 11:08:26,1.482422,gt
2014-12-17 11:08:26,1.584961,gt
2014-12-17 11:08:26,0.978516,gt
2014-12-17 11:08:26,0.056641,gt
2014-12-17 11:08:26,-0.744141,gt
2014-12-17 11:08:26,-1.393555,gt
2014-12-17 11:08:26,-1.706055,gt
2014-12-17 11:08:26,-1.608398,gt
2014-12-17 11:08:26,-1.018066,gt
2014-12-17 11:08:26,-0.363281,gt
2014-12-17 11:08:26,-0.323242,gt
2014-12-17 11:08:26,-0.346191,gt
2014-12-17 11:08:26,-0.246094,gt
2014-12-17 11:08:26,-0.148438,gt
2014-12-17 11:08:26,-0.003906,gt
2014-12-17 11:08:26,0.179199,gt
2014-12-17 11:08:26,0.266113,gt
2014-12-17 11:08:26,0.256836,gt
2014-12-17 11:08:26,0.418457,gt
2014-12-17 11:08:26,1.214844,gt
2014-12-17 11:08:26,1.262695,gt
2014-12-17 11:08:26,1.171387,gt
2014-12-17 11:08:26,2.731934,gt
2014-12-17 11:08:26,4.935547,gt
2014-12-17 11:08:26,5.812988,gt
2014-12-17 11:08:26,4.449707,gt
2014-12-17 11:08:26,4.609863,gt
